3745.401188473625,9507.143064099162
7319.939418114051,5986.584841970366
1560.1864044243653,1559.9452033620264
580.8361216819947,8661.761457749351
6011.150117432088,7080.725777960455
205.84494295802446,9699.098521619942
8324.426408004218,2123.3911067827617
1818.2496720710062,1834.0450985343382
3042.4224295953773,5247.5643163223785
4319.450186421158,2912.2914019804193
6118.528947223795,1394.9386065204183
2921.4464853521818,3663.618432936917
4560.699842170359,7851.759613930136
1996.7378215835975,5142.344384136116
5924.145688620425,464.50412719997723
6075.448519014383,1705.2412368729154
650.5159298527951,9488.855372533333
9656.320330745593,8083.973481164611
3046.137691733707,976.7211400638387
6842.330265121569,4401.524937396013
1220.3823484477882,4951.769101112702
343.88521115218396,9093.20402078782
2587.7998160001694,6625.22284353982
3117.1107608941097,5200.680211778108
5467.102793432797,1848.5445552552703
